iteration,vehicle_id,path_space_seq,path_time_seq,path_state_seq
1,1,985_5_551_5_985_985_,0_1_2_3_4_200_,100_100_80_80_80_80_
1,2,985_5_551_5_985_985_,0_1_2_3_4_200_,100_100_80_80_80_80_
1,3,985_5_551_5_985_985_,0_1_2_3_4_200_,100_100_80_80_80_80_
1,4,985_5_551_5_985_985_,0_1_2_3_4_200_,100_100_80_80_80_80_
1,5,985_5_551_5_985_985_,0_1_2_3_4_200_,100_100_80_80_80_80_
1,6,985_5_551_5_985_985_,0_1_2_3_4_200_,100_100_80_80_80_80_
1,7,985_5_551_5_985_985_,0_1_2_3_4_200_,100_100_80_80_80_80_
1,8,985_5_985_985_,0_1_2_200_,100_100_100_100_
1,9,985_5_985_985_,0_1_2_200_,100_100_100_100_
1,10,985_5_985_985_,0_1_2_200_,100_100_100_100_
2,1,985_5_985_985_,0_1_2_200_,100_100_100_100_
2,2,985_5_985_985_,0_1_2_200_,100_100_100_100_
2,3,985_5_985_985_,0_1_2_200_,100_100_100_100_
2,4,985_5_985_985_,0_1_2_200_,100_100_100_100_
2,5,985_5_985_985_,0_1_2_200_,100_100_100_100_
2,6,985_5_985_985_,0_1_2_200_,100_100_100_100_
2,7,985_5_551_5_985_985_,0_1_2_3_4_200_,100_100_80_80_80_80_
2,8,985_5_985_985_,0_1_2_200_,100_100_100_100_
2,9,985_5_985_985_,0_1_2_200_,100_100_100_100_
2,10,985_5_985_985_,0_1_2_200_,100_100_100_100_
3,1,985_5_985_985_,0_1_2_200_,100_100_100_100_
3,2,985_5_985_985_,0_1_2_200_,100_100_100_100_
3,3,985_5_985_985_,0_1_2_200_,100_100_100_100_
3,4,985_5_985_985_,0_1_2_200_,100_100_100_100_
3,5,985_5_985_985_,0_1_2_200_,100_100_100_100_
3,6,985_5_985_985_,0_1_2_200_,100_100_100_100_
3,7,985_5_551_5_985_985_,0_1_2_3_4_200_,100_100_80_80_80_80_
3,8,985_5_985_985_,0_1_2_200_,100_100_100_100_
3,9,985_5_985_985_,0_1_2_200_,100_100_100_100_
3,10,985_5_985_985_,0_1_2_200_,100_100_100_100_
4,1,985_5_551_563_17_563_564_18_564_565_19_565_568_22_568_565_564_563_551_5_985_985_,0_1_2_5_6_7_9_10_11_13_14_15_17_18_19_21_23_25_28_29_30_200_,100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_0_0_
4,2,985_5_939_551_550_4_550_553_7_553_560_14_560_561_15_561_494_563_17_563_551_5_985_985_,0_1_1_2_6_7_8_11_12_13_16_17_18_22_23_24_25_28_29_30_33_34_35_200_,100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_20_0_0_0_0_0_
4,3,985_5_985_985_,0_1_2_200_,100_100_100_100_
4,4,985_5_985_985_,0_1_2_200_,100_100_100_100_
4,5,985_5_985_985_,0_1_2_200_,100_100_100_100_
4,6,985_5_985_985_,0_1_2_200_,100_100_100_100_
4,7,985_5_985_985_,0_1_2_200_,100_100_100_100_
4,8,985_5_985_985_,0_1_2_200_,100_100_100_100_
4,9,985_5_985_985_,0_1_2_200_,100_100_100_100_
4,10,985_5_985_985_,0_1_2_200_,100_100_100_100_
5,1,985_5_551_549_3_549_547_1_547_548_2_548_550_4_550_551_5_985_985_,0_1_2_7_8_9_13_14_15_17_18_19_23_24_25_29_30_31_200_,100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_
5,2,985_5_551_563_564_18_564_565_19_565_568_22_568_565_564_563_17_563_551_5_985_985_,0_1_2_5_7_8_9_11_12_13_15_16_17_19_21_23_24_25_28_29_30_200_,100_100_80_80_80_80_60_60_60_40_40_40_20_20_20_20_20_0_0_0_0_0_
5,3,985_5_985_985_,0_1_2_200_,100_100_100_100_
5,4,985_5_985_985_,0_1_2_200_,100_100_100_100_
5,5,985_5_985_985_,0_1_2_200_,100_100_100_100_
5,6,985_5_985_985_,0_1_2_200_,100_100_100_100_
5,7,985_5_985_985_,0_1_2_200_,100_100_100_100_
5,8,985_5_985_985_,0_1_2_200_,100_100_100_100_
5,9,985_5_985_985_,0_1_2_200_,100_100_100_100_
5,10,985_5_985_985_,0_1_2_200_,100_100_100_100_
6,1,985_5_551_495_560_14_560_553_7_553_550_4_550_549_3_549_551_5_985_985_,0_1_2_7_8_9_10_13_14_15_18_19_20_22_23_24_29_30_31_200_,100_100_80_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_
6,2,985_5_985_985_,0_1_2_200_,100_100_100_100_
6,3,985_5_985_985_,0_1_2_200_,100_100_100_100_
6,4,985_5_985_985_,0_1_2_200_,100_100_100_100_
6,5,985_5_985_985_,0_1_2_200_,100_100_100_100_
6,6,985_5_985_985_,0_1_2_200_,100_100_100_100_
6,7,985_5_985_985_,0_1_2_200_,100_100_100_100_
6,8,985_5_985_985_,0_1_2_200_,100_100_100_100_
6,9,985_5_985_985_,0_1_2_200_,100_100_100_100_
6,10,985_5_985_985_,0_1_2_200_,100_100_100_100_
7,1,985_5_551_563_564_18_564_565_19_565_568_22_568_565_564_563_17_563_551_5_985_985_,0_1_2_5_7_8_9_11_12_13_15_16_17_19_21_23_24_25_28_29_30_200_,100_100_80_80_80_80_60_60_60_40_40_40_20_20_20_20_20_0_0_0_0_0_
7,2,985_5_939_551_495_560_14_560_553_7_553_552_6_552_548_2_548_550_4_550_551_5_985_985_,0_1_1_2_7_8_9_10_13_14_15_18_19_20_24_25_26_30_31_32_36_37_38_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_
7,3,985_5_939_551_563_564_18_564_565_19_565_569_23_569_499_567_21_567_562_16_562_563_551_5_985_985_,0_1_1_2_5_7_8_9_11_12_13_18_19_20_22_24_25_26_28_29_30_34_37_38_39_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_40_20_20_20_0_0_0_0_0_0_
7,4,985_5_985_985_,0_1_2_200_,100_100_100_100_
7,5,985_5_985_985_,0_1_2_200_,100_100_100_100_
7,6,985_5_985_985_,0_1_2_200_,100_100_100_100_
7,7,985_5_985_985_,0_1_2_200_,100_100_100_100_
7,8,985_5_985_985_,0_1_2_200_,100_100_100_100_
7,9,985_5_985_985_,0_1_2_200_,100_100_100_100_
7,10,985_5_985_985_,0_1_2_200_,100_100_100_100_
8,1,985_5_939_551_563_17_563_564_18_564_493_562_16_562_567_21_567_562_492_561_15_561_494_563_551_5_985_985_,0_1_1_2_5_6_7_9_10_11_14_15_16_17_19_20_21_23_24_27_28_29_30_33_36_37_38_200_,100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_20_20_20_20_20_0_0_0_0_0_0_0_
8,2,985_5_939_551_549_3_549_550_560_14_560_558_12_558_561_15_561_494_563_17_563_551_5_985_985_,0_1_1_2_7_8_9_11_15_16_17_20_21_22_25_26_27_28_31_32_33_36_37_38_200_,100_100_100_100_100_100_80_80_80_80_60_60_60_40_40_40_20_20_20_20_0_0_0_0_0_
8,3,985_5_939_551_550_4_550_560_14_560_558_12_558_561_15_561_494_563_17_563_551_5_985_985_,0_1_1_2_6_7_8_12_13_14_17_18_19_22_23_24_25_28_29_30_33_34_35_200_,100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_20_0_0_0_0_0_
8,4,985_5_939_551_563_562_16_562_567_21_567_499_569_23_569_533_568_22_568_565_19_565_564_563_551_5_985_985_,0_1_1_2_5_9_10_11_13_14_15_17_19_20_21_22_24_25_26_28_29_30_32_34_37_38_39_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_40_20_20_20_0_0_0_0_0_0_0_
8,5,985_5_985_985_,0_1_2_200_,100_100_100_100_
8,6,985_5_985_985_,0_1_2_200_,100_100_100_100_
8,7,985_5_985_985_,0_1_2_200_,100_100_100_100_
8,8,985_5_985_985_,0_1_2_200_,100_100_100_100_
8,9,985_5_985_985_,0_1_2_200_,100_100_100_100_
8,10,985_5_985_985_,0_1_2_200_,100_100_100_100_
9,1,985_5_551_5_985_985_,0_1_2_3_4_200_,100_100_80_80_80_80_
9,2,985_5_939_551_549_3_549_550_553_7_553_552_6_552_548_2_548_550_4_550_551_5_985_985_,0_1_1_2_7_8_9_11_14_15_16_19_20_21_25_26_27_31_32_33_37_38_39_200_,100_100_100_100_100_100_80_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_
9,3,985_5_939_551_550_553_7_553_560_14_560_558_12_558_561_15_561_494_563_17_563_551_5_985_985_,0_1_1_2_6_9_10_11_14_15_16_19_20_21_24_25_26_27_30_31_32_35_36_37_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_20_0_0_0_0_0_
9,4,985_5_939_551_563_562_16_562_567_21_567_499_569_23_569_533_568_22_568_565_19_565_564_563_551_5_985_985_,0_1_1_2_5_9_10_11_13_14_15_17_19_20_21_22_24_25_26_28_29_30_32_34_37_38_39_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_40_20_20_20_0_0_0_0_0_0_0_
9,5,985_5_985_985_,0_1_2_200_,100_100_100_100_
9,6,985_5_985_985_,0_1_2_200_,100_100_100_100_
9,7,985_5_985_985_,0_1_2_200_,100_100_100_100_
9,8,985_5_985_985_,0_1_2_200_,100_100_100_100_
9,9,985_5_985_985_,0_1_2_200_,100_100_100_100_
9,10,985_5_985_985_,0_1_2_200_,100_100_100_100_
10,1,985_5_939_551_550_4_550_553_7_553_496_556_10_556_557_11_557_558_12_558_560_495_551_5_985_985_,0_1_1_2_6_7_8_11_12_13_15_16_17_18_22_23_24_27_28_29_32_33_38_39_40_200_,100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_0_
10,2,985_5_939_551_550_4_550_553_7_553_552_6_552_548_547_1_547_549_3_549_551_5_985_985_,0_1_1_2_6_7_8_11_12_13_16_17_18_22_24_25_26_30_31_32_37_38_39_200_,100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_40_20_20_20_0_0_0_0_0_
