iteration,vehicle_id,path_space_seq,path_time_seq,path_state_seq
1,1,95_5_95_95_,0_1_2_100_,100_100_100_100_
1,2,95_5_95_95_,0_1_2_100_,100_100_100_100_
1,3,95_5_95_95_,0_1_2_100_,100_100_100_100_
1,4,95_5_95_95_,0_1_2_100_,100_100_100_100_
1,5,95_5_95_95_,0_1_2_100_,100_100_100_100_
1,6,95_5_95_95_,0_1_2_100_,100_100_100_100_
1,7,95_5_95_95_,0_1_2_100_,100_100_100_100_
1,8,95_5_95_95_,0_1_2_100_,100_100_100_100_
1,9,95_5_95_95_,0_1_2_100_,100_100_100_100_
1,10,95_5_95_95_,0_1_2_100_,100_100_100_100_
2,1,95_5_95_95_,0_1_2_100_,100_100_100_100_
2,2,95_5_95_95_,0_1_2_100_,100_100_100_100_
2,3,95_5_95_95_,0_1_2_100_,100_100_100_100_
2,4,95_5_95_95_,0_1_2_100_,100_100_100_100_
2,5,95_5_95_95_,0_1_2_100_,100_100_100_100_
2,6,95_5_95_95_,0_1_2_100_,100_100_100_100_
2,7,95_5_95_95_,0_1_2_100_,100_100_100_100_
2,8,95_5_95_95_,0_1_2_100_,100_100_100_100_
2,9,95_5_95_95_,0_1_2_100_,100_100_100_100_
2,10,95_5_95_95_,0_1_2_100_,100_100_100_100_
3,1,95_5_95_95_,0_1_2_100_,100_100_100_100_
3,2,95_5_95_95_,0_1_2_100_,100_100_100_100_
3,3,95_5_95_95_,0_1_2_100_,100_100_100_100_
3,4,95_5_95_95_,0_1_2_100_,100_100_100_100_
3,5,95_5_95_95_,0_1_2_100_,100_100_100_100_
3,6,95_5_95_95_,0_1_2_100_,100_100_100_100_
3,7,95_5_95_95_,0_1_2_100_,100_100_100_100_
3,8,95_5_95_95_,0_1_2_100_,100_100_100_100_
3,9,95_5_95_95_,0_1_2_100_,100_100_100_100_
3,10,95_5_95_95_,0_1_2_100_,100_100_100_100_
4,1,95_5_95_95_,0_1_2_100_,100_100_100_100_
4,2,95_5_95_95_,0_1_2_100_,100_100_100_100_
4,3,95_5_95_95_,0_1_2_100_,100_100_100_100_
4,4,95_5_95_95_,0_1_2_100_,100_100_100_100_
4,5,95_5_95_95_,0_1_2_100_,100_100_100_100_
4,6,95_5_95_95_,0_1_2_100_,100_100_100_100_
4,7,95_5_95_95_,0_1_2_100_,100_100_100_100_
4,8,95_5_95_95_,0_1_2_100_,100_100_100_100_
4,9,95_5_95_95_,0_1_2_100_,100_100_100_100_
4,10,95_5_95_95_,0_1_2_100_,100_100_100_100_
5,1,95_5_4_5_95_95_,0_1_3_5_6_100_,100_100_90_80_80_80_
5,2,95_5_95_95_,0_1_2_100_,100_100_100_100_
5,3,95_5_95_95_,0_1_2_100_,100_100_100_100_
5,4,95_5_95_95_,0_1_2_100_,100_100_100_100_
5,5,95_5_95_95_,0_1_2_100_,100_100_100_100_
5,6,95_5_95_95_,0_1_2_100_,100_100_100_100_
5,7,95_5_95_95_,0_1_2_100_,100_100_100_100_
5,8,95_5_95_95_,0_1_2_100_,100_100_100_100_
5,9,95_5_95_95_,0_1_2_100_,100_100_100_100_
5,10,95_5_95_95_,0_1_2_100_,100_100_100_100_
6,1,95_5_4_5_95_95_,0_1_3_5_6_100_,100_100_90_80_80_80_
6,2,95_5_95_95_,0_1_2_100_,100_100_100_100_
6,3,95_5_95_95_,0_1_2_100_,100_100_100_100_
6,4,95_5_95_95_,0_1_2_100_,100_100_100_100_
6,5,95_5_95_95_,0_1_2_100_,100_100_100_100_
6,6,95_5_95_95_,0_1_2_100_,100_100_100_100_
6,7,95_5_95_95_,0_1_2_100_,100_100_100_100_
