iteration,vehicle_id,path_space_seq,path_time_seq,path_state_seq
1,1,943_5_551_5_943_943_,0_1_2_3_4_200_,100_100_80_80_80_80_
1,2,943_5_551_5_943_943_,0_1_2_3_4_200_,100_100_80_80_80_80_
2,1,943_5_551_5_943_943_,0_1_2_3_4_200_,100_100_80_80_80_80_
2,2,943_5_551_5_943_943_,0_1_2_3_4_200_,100_100_80_80_80_80_
3,1,943_5_551_5_943_943_,0_1_2_3_4_200_,100_100_80_80_80_80_
3,2,943_5_551_5_943_943_,0_1_2_3_4_200_,100_100_80_80_80_80_
4,1,943_5_551_5_943_943_,0_1_2_3_4_200_,100_100_80_80_80_80_
4,2,943_5_551_5_943_943_,0_1_2_3_4_200_,100_100_80_80_80_80_
5,1,943_5_551_550_4_550_549_3_549_547_1_547_548_2_548_550_551_5_943_943_,0_1_2_6_7_8_10_11_12_16_17_18_20_21_22_26_30_31_32_200_,100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
5,2,943_5_551_5_943_943_,0_1_2_3_4_200_,100_100_80_80_80_80_
6,1,943_5_551_550_4_550_549_3_549_547_1_547_548_2_548_550_551_5_943_943_,0_1_2_6_7_8_10_11_12_16_17_18_20_21_22_26_30_31_32_200_,100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
6,2,943_5_551_5_943_943_,0_1_2_3_4_200_,100_100_80_80_80_80_
7,1,943_5_939_551_549_3_549_550_4_550_553_7_553_552_6_552_548_2_548_550_551_5_943_943_,0_1_1_2_7_8_9_11_12_13_16_17_18_21_22_23_27_28_29_33_37_38_39_200_,100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
7,2,943_5_551_5_943_943_,0_1_2_3_4_200_,100_100_80_80_80_80_
8,1,943_5_551_550_4_550_549_3_549_547_1_547_548_2_548_550_551_5_943_943_,0_1_2_6_7_8_10_11_12_16_17_18_20_21_22_26_30_31_32_200_,100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
8,2,943_5_943_943_,0_1_2_200_,100_100_100_100_
9,1,943_5_551_549_3_549_550_4_550_553_7_553_552_6_552_550_551_5_943_943_,0_1_2_7_8_9_11_12_13_16_17_18_21_22_23_28_32_33_34_200_,100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
9,2,943_5_551_550_4_550_549_3_549_547_1_547_548_2_548_550_551_5_943_943_,0_1_2_6_7_8_10_11_12_16_17_18_20_21_22_26_30_31_32_200_,100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
10,1,943_5_943_943_,0_1_2_200_,100_100_100_100_
10,2,943_5_939_551_549_3_549_550_4_550_553_7_553_552_6_552_548_2_548_550_551_5_943_943_,0_1_1_2_7_8_9_11_12_13_16_17_18_21_22_23_27_28_29_33_37_38_39_200_,100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
11,1,943_5_551_5_943_943_,0_1_2_3_4_200_,100_100_80_80_80_80_
11,2,943_5_939_551_549_3_549_550_4_550_553_7_553_552_6_552_548_2_548_550_551_5_943_943_,0_1_1_2_7_8_9_11_12_13_16_17_18_21_22_23_27_28_29_33_37_38_39_200_,100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
12,1,943_5_551_5_943_943_,0_1_2_3_4_200_,100_100_80_80_80_80_
12,2,943_5_939_551_549_3_549_550_4_550_553_7_553_552_6_552_548_2_548_550_551_5_943_943_,0_1_1_2_7_8_9_11_12_13_16_17_18_21_22_23_27_28_29_33_37_38_39_200_,100_100_100_100_100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
13,1,943_5_551_5_943_943_,0_1_2_3_4_200_,100_100_80_80_80_80_
13,2,943_5_551_550_4_550_549_3_549_547_1_547_548_2_548_550_551_5_943_943_,0_1_2_6_7_8_10_11_12_16_17_18_20_21_22_26_30_31_32_200_,100_100_80_80_80_60_60_60_40_40_40_20_20_20_0_0_0_0_0_0_
14,1,943_5_939_551_550_553_7_553_552_6_552_548_547_1_547_548_2_548_550_4_550_551_5_943_943_,0_1_1_2_6_9_10_11_14_15_16_20_22_23_24_26_27_28_32_33_34_38_39_40_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_20_20_20_0_0_0_0_0_
14,2,943_5_939_551_550_553_7_553_552_6_552_548_547_1_547_549_3_549_550_4_550_551_5_943_943_,0_1_1_2_6_9_10_11_14_15_16_20_22_23_24_28_29_30_32_33_34_38_39_40_200_,100_100_100_100_100_100_100_80_80_80_60_60_60_60_40_40_40_20_20_20_0_0_0_0_0_
15,1,943_5_551_5_943_943_,0_1_2_3_4_200_,100_100_80_80_80_80_
