iteration,local_LB,local_UB,repeat_served,miss_served
1,24,404,,1;2;3;4;
2,26.0,404,,1;2;3;4;
3,28.0,404,,1;2;3;4;
4,30.0,404,,1;2;3;4;
5,32.0,32,,
6,32.0,32,,
7,32.0,32,,
8,32.0,32,,
9,32.0,32,,
10,32.0,32,,
11,32.0,32,,
12,32.0,32,,
13,32.0,32,,
14,32.0,32,,
15,32.0,32,,
16,32.0,32,,
17,32.0,32,,
18,32.0,32,,
19,32.0,32,,
20,32.0,32,,
21,32.0,32,,
22,32.0,32,,
23,32.0,32,,
24,32.0,32,,
25,32.0,32,,
26,32.0,32,,
27,32.0,32,,
28,32.0,32,,
29,32.0,32,,
30,32.0,32,,
31,32.0,32,,
32,32.0,32,,
33,32.0,32,,
34,32.0,32,,
35,32.0,32,,
36,32.0,32,,
37,32.0,32,,
38,32.0,32,,
39,32.0,32,,
40,32.0,32,,
41,32.0,32,,
42,32.0,32,,
43,32.0,32,,
44,32.0,32,,
45,32.0,32,,
46,32.0,32,,
47,32.0,32,,
48,32.0,32,,
49,32.0,32,,
50,32.0,32,,
51,32.0,32,,
52,32.0,32,,
53,32.0,32,,
54,32.0,32,,
55,32.0,32,,
56,32.0,32,,
57,32.0,32,,
58,32.0,32,,
59,32.0,32,,
60,32.0,32,,
61,32.0,32,,
62,32.0,32,,
63,32.0,32,,
64,32.0,32,,
65,32.0,32,,
66,32.0,32,,
67,32.0,32,,
68,32.0,32,,
69,32.0,32,,
70,32.0,32,,
71,32.0,32,,
72,32.0,32,,
73,32.0,32,,
74,32.0,32,,
75,32.0,32,,
76,32.0,32,,
77,32.0,32,,
78,32.0,32,,
79,32.0,32,,
80,32.0,32,,
81,32.0,32,,
82,32.0,32,,
83,32.0,32,,
84,32.0,32,,
85,32.0,32,,
86,32.0,32,,
87,32.0,32,,
88,32.0,32,,
89,32.0,32,,
90,32.0,32,,
91,32.0,32,,
92,32.0,32,,
93,32.0,32,,
94,32.0,32,,
95,32.0,32,,
96,32.0,32,,
97,32.0,32,,
98,32.0,32,,
99,32.0,32,,
100,32.0,32,,
计算总用时2343.116213798523秒
